2023-07-15 10:21:28,Not your team,new_nation_with_pop,valid,30,3,0.0035674944519996643
2023-07-15 10:21:28,Not your team,new_nation_with_pop,valid,35,4,0.003248080611228943
2023-07-15 10:21:28,Not your team,new_nation_with_pop,valid,40,4,0.003326866775751114
2023-07-15 10:21:28,Not your team,new_nation_with_pop,valid,45,5,0.002939663827419281
2023-07-15 10:21:28,Not your team,new_nation_with_pop,valid,50,5,0.0030885785818099976
2023-07-15 10:21:28,Not your team,new_nation_with_pop,valid,55,6,0.002892307937145233
2023-07-15 10:21:28,Not your team,new_nation_with_pop,valid,60,6,0.0026086606085300446
2023-07-15 10:21:28,Not your team,new_nation_with_pop,valid,65,7,0.002789042890071869
2023-07-15 10:21:28,Not your team,new_nation_with_pop,valid,70,8,0.002919357270002365
2023-07-15 10:21:28,Not your team,new_nation_with_pop,valid,75,8,0.002765640616416931
2023-07-15 10:21:28,Not your team,new_nation_with_pop,valid,80,9,0.002759486436843872
2023-07-15 10:21:28,Not your team,new_nation_with_pop,valid,85,10,0.002898920327425003
2023-07-15 10:21:28,Not your team,new_nation_with_pop,valid,90,10,0.0038506798446178436
2023-07-15 10:21:28,Not your team,new_nation_with_pop,valid,95,11,0.005698502063751221
2023-07-15 10:21:28,Not your team,new_nation_with_pop,valid,100,12,0.0061508528888225555
2023-07-15 10:21:28,Not your team,new_nation_with_pop,valid,105,13,0.004742827266454697
2023-07-15 10:21:28,Not your team,new_nation_with_pop,valid,110,13,0.004051972180604935
2023-07-15 10:21:28,Not your team,new_nation_with_pop,valid,115,13,0.004843402653932571
2023-07-15 10:21:28,Not your team,new_nation_with_pop,valid,120,14,0.0067041777074337006
2023-07-15 10:21:28,Not your team,new_nation_with_pop,valid,125,14,0.004271969199180603
2023-07-15 10:21:28,Not your team,new_nation_with_pop,valid,130,15,0.004402820020914078
2023-07-15 10:21:28,Not your team,new_nation_with_pop,valid,135,16,0.00431455671787262
2023-07-15 10:21:28,Not your team,new_nation_with_pop,valid,140,17,0.0041486956179142
